Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985-1986,"Dennis Johnson*",PG,31,BOS,78,2732,14.70,0.5090,0.0400,0.2800,3.00,7.50,5.40,22.00,1.90,0.70,12.70,20.50,3.00,3.70,6.70,0.1180,0.0000,0.5000,0.5000,1.8000
1986-1987,"Dennis Johnson*",PG,32,BOS,79,2933,13.20,0.4990,0.0650,0.2630,1.90,7.60,5.00,26.10,1.40,0.70,14.30,18.00,2.50,2.60,5.20,0.0850,-0.2000,-0.1000,-0.4000,1.2000
1987-1988,"Dennis Johnson*",PG,33,BOS,77,2670,14.00,0.5200,0.0570,0.3710,2.90,7.40,5.30,28.80,1.70,0.60,17.30,18.10,3.40,1.70,5.00,0.0910,0.7000,-0.6000,0.1000,1.4000
1988-1989,"Dennis Johnson*",PG,34,BOS,72,2309,11.50,0.4980,0.0780,0.3060,1.60,7.80,4.70,26.60,2.00,0.50,19.50,16.20,1.00,1.50,2.50,0.0510,-1.4000,-0.3000,-1.7000,0.2000
1989-1990,"Dennis Johnson*",PG,35,BOS,75,2036,12.40,0.4950,0.0510,0.2950,2.70,7.90,5.50,29.70,1.90,0.40,17.90,13.50,2.00,2.10,3.80,0.0890,-0.9000,0.5000,-0.3000,0.9000
1980-1981,"Dennis Johnson*",PG,26,PHO,79,2615,17.00,0.5160,0.0420,0.4110,6.90,8.40,7.70,15.80,2.40,1.30,12.60,24.60,4.00,4.40,8.40,0.1540,1.0000,0.8000,1.8000,2.5000
1981-1982,"Dennis Johnson*",SG,27,PHO,80,2937,16.70,0.5400,0.0340,0.4030,5.50,9.80,7.70,18.30,1.70,1.10,13.90,23.60,4.10,4.00,8.10,0.1320,1.2000,0.1000,1.3000,2.5000
1982-1983,"Dennis Johnson*",PG,28,PHO,77,2551,14.80,0.5340,0.0360,0.4290,4.20,10.10,7.20,20.40,1.80,0.90,16.60,19.60,3.00,3.60,6.60,0.1250,0.3000,0.6000,0.9000,1.9000
1986-1987,"Dennis Nutt",PG,23,DAL,25,91,20.00,0.5740,0.4250,0.5500,1.20,8.20,4.80,24.10,3.70,0.00,16.80,26.70,0.20,0.10,0.30,0.1560,1.7000,0.7000,2.4000,0.1000
1986-1987,"Dennis Rodman*",SF,25,DET,77,1155,15.50,0.5600,0.0030,0.3220,15.60,15.30,15.50,6.80,1.60,2.40,17.20,18.90,1.10,1.70,2.90,0.1200,-0.2000,0.7000,0.5000,0.7000
1987-1988,"Dennis Rodman*",SF,26,DET,82,2147,17.40,0.5710,0.0240,0.4010,16.90,20.20,18.60,7.40,1.70,1.20,15.80,19.20,3.20,3.60,6.80,0.1530,1.2000,0.4000,1.6000,2.0000
1988-1989,"Dennis Rodman*",SF,27,DET,82,2208,16.30,0.6130,0.0490,0.2920,17.60,21.70,19.80,6.30,1.30,2.10,17.40,14.10,4.10,3.90,8.10,0.1750,1.0000,1.1000,2.2000,2.3000
1989-1990,"Dennis Rodman*",SF,28,DET,82,2377,15.40,0.6080,0.0180,0.4380,16.20,21.70,19.00,4.20,1.10,1.60,13.20,12.30,5.00,2.10,9.30,0.1890,0.7000,0.9000,1.6000,2.2000
1983-1984,"Derek Harper",PG,22,DAL,82,1712,10.50,0.4750,0.0580,0.2170,3.60,8.10,5.80,17.70,2.70,0.70,18.30,14.70,-0.30,1.50,1.30,0.0350,-2.3000,1.0000,-1.3000,0.3000
1984-1985,"Derek Harper",PG,23,DAL,82,2218,15.20,0.5640,0.0960,0.2430,2.40,8.00,5.10,21.70,3.20,1.00,14.90,15.50,2.90,2.40,5.40,0.1160,0.1000,2.0000,2.1000,2.3000
1985-1986,"Derek Harper",PG,24,DAL,79,2150,18.80,0.5800,0.0700,0.3140,3.90,7.60,5.80,26.30,3.30,0.60,14.80,18.50,4.50,1.70,6.20,0.1380,2.1000,1.2000,3.4000,2.9000
1986-1987,"Derek Harper",PG,25,DAL,77,2556,20.00,0.5610,0.2130,0.2360,2.20,6.10,4.20,33.60,3.10,0.60,11.20,19.60,6.80,2.60,9.40,0.1770,4.0000,1.2000,5.2000,4.6000
1987-1988,"Derek Harper",PG,26,DAL,82,3032,18.10,0.5280,0.1650,0.2950,2.60,6.20,4.40,30.40,2.70,0.70,12.60,20.60,6.10,3.00,9.10,0.1450,2.7000,0.8000,3.5000,4.2000
1988-1989,"Derek Harper",PG,27,DAL,81,2968,18.30,0.5610,0.2470,0.2520,1.70,6.70,4.20,30.10,2.90,0.80,14.10,21.20,5.20,2.80,8.00,0.1300,2.5000,0.7000,3.2000,3.9000
1989-1990,"Derek Harper",PG,28,DAL,82,3007,19.80,0.5670,0.2070,0.2710,2.10,7.00,4.60,32.20,3.20,0.50,13.70,22.00,6.30,2.10,9.90,0.1580,3.3000,1.4000,4.7000,5.0000
1982-1983,"Derek Smith",SF,21,GSW,27,154,6.90,0.4760,0.0390,0.4900,6.80,20.40,13.40,1.70,0.00,1.40,15.10,18.60,0.00,0.10,0.00,0.0140,-5.5000,-1.3000,-6.9000,-0.3000
1984-1985,"Derek Smith",SG,23,LAC,80,2762,19.10,0.5920,0.0150,0.3970,7.20,9.80,8.60,12.10,1.30,1.00,13.40,25.40,6.30,1.70,8.00,0.1390,2.0000,-0.6000,1.4000,2.4000
1985-1986,"Derek Smith",SG,24,LAC,11,339,21.80,0.5940,0.0110,0.4640,6.40,6.90,6.70,16.30,1.20,2.10,13.10,29.70,0.70,0.10,0.80,0.1150,4.6000,-0.3000,4.4000,0.6000
1988-1989,"Derek Smith",SG,27,PHI,36,695,12.00,0.5350,0.0730,0.4230,5.00,8.90,6.90,13.30,1.70,1.30,14.40,18.20,0.60,0.30,0.90,0.0630,-1.4000,-0.2000,-1.6000,0.1000
1989-1990,"Derek Smith",SF,28,PHI,75,1405,13.70,0.5610,0.0700,0.3620,5.00,8.80,6.90,11.40,1.20,0.90,12.50,20.50,1.90,2.10,2.90,0.0980,-0.5000,-0.6000,-1.1000,0.3000
1986-1987,"Derek Smith",SG,25,SAC,52,1658,13.10,0.5030,0.0440,0.3010,3.90,8.10,6.00,17.90,1.30,0.80,12.80,23.70,0.90,0.60,1.60,0.0450,-1.0000,-1.2000,-2.2000,-0.1000
1987-1988,"Derek Smith",SG,26,SAC,35,899,13.90,0.5350,0.0630,0.3100,4.20,8.30,6.20,14.50,1.10,1.10,10.40,20.70,1.20,0.20,1.50,0.0780,-0.4000,-1.2000,-1.6000,0.1000
1988-1989,"Derek Smith",SG,27,SAC,29,600,11.30,0.4550,0.0540,0.3440,5.30,9.30,7.20,15.00,1.50,0.80,12.20,24.70,-0.40,0.40,0.00,-0.0020,-2.7000,-1.5000,-4.2000,-0.3000
1983-1984,"Derek Smith",SG,22,SDC,61,1297,14.00,0.5910,0.0140,0.3740,4.70,10.10,7.40,8.60,1.20,0.90,13.30,18.00,2.30,0.40,2.60,0.0980,-0.2000,-0.5000,-0.7000,0.4000
1988-1989,"Derek Smith",SG,27,TOT,65,1295,11.70,0.4910,0.0630,0.3790,5.10,9.10,7.10,14.10,1.60,1.00,13.20,21.20,0.20,0.70,0.90,0.0330,-2.0000,-0.8000,-2.8000,-0.3000
1989-1990,"Derrick Chievous",SF,22,CLE,14,99,11.90,0.4660,0.0240,0.5710,7.90,9.10,8.50,6.20,1.50,0.60,8.70,25.20,0.00,2.10,0.10,0.0580,-3.3000,-2.4000,-5.7000,-0.1000
1988-1989,"Derrick Chievous",SF,21,HOU,81,1539,11.60,0.5060,0.0380,0.3850,8.10,9.90,9.00,7.40,1.50,0.40,15.50,22.90,0.00,1.60,1.60,0.0500,-2.1000,-1.1000,-3.3000,-0.5000
1989-1990,"Derrick Chievous",SF,22,HOU,41,492,13.50,0.5640,0.0450,0.4890,6.10,9.90,8.10,7.90,2.20,0.50,15.60,21.10,0.40,2.10,1.10,0.1030,-1.5000,0.6000,-0.9000,0.1000
1989-1990,"Derrick Chievous",SF,22,TOT,55,591,13.30,0.5450,0.0410,0.5050,6.40,9.80,8.10,7.60,2.10,0.50,14.30,21.80,0.40,2.10,1.20,0.0960,-1.8000,0.1000,-1.7000,0.0000
1989-1990,"Derrick Gervin",PF,26,NJN,21,339,22.90,0.5310,0.0150,0.4520,8.50,12.10,10.20,4.50,2.90,1.20,4.80,29.40,0.90,2.10,1.30,0.1840,2.8000,-0.2000,2.7000,0.4000
1987-1988,"Derrick McKey",SF,21,SEA,82,1706,13.80,0.5620,0.0580,0.4320,7.40,14.40,10.80,8.40,2.00,2.30,14.90,17.10,2.10,2.00,4.10,0.1160,-0.7000,0.9000,0.2000,0.9000
1988-1989,"Derrick McKey",SF,22,SEA,82,2804,15.50,0.5750,0.0920,0.3870,6.50,12.20,9.30,10.70,1.80,1.50,14.20,18.80,5.00,2.30,7.40,0.1260,1.0000,0.0000,1.0000,2.1000
1989-1990,"Derrick McKey",SF,23,SEA,80,2748,15.60,0.5570,0.0240,0.4250,7.00,14.20,10.40,9.70,1.60,1.90,14.60,20.00,4.00,2.10,6.30,0.1100,0.9000,0.2000,1.1000,2.2000
1985-1986,"Derrick Rowland",SG,26,MIL,2,9,7.00,0.3870,0.0000,0.6670,0.00,12.30,6.20,13.90,0.00,0.00,0.00,17.30,0.00,0.00,0.00,0.0480,-5.6000,-3.3000,-8.9000,0.0000
1985-1986,"Detlef Schrempf",SF,23,DAL,64,969,10.90,0.5200,0.0220,0.4830,8.10,14.20,11.20,11.80,1.10,0.60,18.00,19.60,0.30,0.50,0.80,0.0400,-2.9000,-0.9000,-3.8000,-0.4000
1986-1987,"Detlef Schrempf",SF,24,DAL,81,1711,13.70,0.5600,0.1230,0.4630,5.60,13.40,9.60,12.60,1.40,0.50,14.00,18.70,2.50,1.50,4.00,0.1130,-0.2000,-0.1000,-0.3000,0.7000
1987-1988,"Detlef Schrempf",SF,25,DAL,82,1587,14.20,0.5320,0.0590,0.4940,7.10,11.90,9.60,14.10,1.30,1.20,14.10,19.90,2.10,1.50,3.60,0.1100,-0.3000,0.0000,-0.3000,0.7000
1988-1989,"Detlef Schrempf",PF,26,DAL,37,845,13.80,0.5290,0.0610,0.6120,7.40,14.20,10.80,14.80,1.40,0.60,14.40,20.00,1.00,0.80,1.70,0.0980,-1.2000,-0.3000,-1.4000,0.1000
1988-1989,"Detlef Schrempf",PF,26,IND,32,1005,16.50,0.5960,0.0600,0.6000,8.20,16.60,12.60,13.40,1.40,0.60,16.20,19.80,1.90,0.70,2.60,0.1250,1.5000,-0.2000,1.3000,0.8000
1989-1990,"Detlef Schrempf",PF,27,IND,78,2573,17.60,0.6110,0.0580,0.5960,7.10,20.40,14.10,14.00,1.10,0.40,14.80,20.50,6.10,2.10,8.10,0.1510,1.8000,-0.4000,1.4000,2.2000
1988-1989,"Detlef Schrempf",PF,26,TOT,69,1850,15.30,0.5660,0.0610,0.6060,7.80,15.50,11.80,14.00,1.40,0.60,15.40,19.90,2.90,1.50,4.40,0.1130,0.3000,-0.2000,0.0000,0.9000
1984-1985,"Devin Durrant",SF,24,IND,59,756,8.80,0.4700,0.0110,0.3720,6.80,10.50,8.60,14.50,1.10,0.70,19.50,20.60,-0.70,0.60,-0.10,-0.0080,-3.2000,-1.1000,-4.4000,-0.5000
1985-1986,"Devin Durrant",SF,25,PHO,4,51,4.90,0.3730,0.0000,0.1900,4.70,13.00,9.00,13.40,2.70,0.00,14.90,20.90,-0.10,0.10,-0.10,-0.0650,-5.7000,-0.5000,-6.1000,-0.1000
1980-1981,"DeWayne Scales",PF,22,NYK,44,484,11.50,0.4440,0.0270,0.1730,10.70,20.80,15.60,3.00,1.20,0.50,11.00,22.80,-0.30,0.60,0.30,0.0280,-3.1000,-2.5000,-5.6000,-0.4000
1981-1982,"DeWayne Scales",PF,23,NYK,3,24,1.00,0.2550,0.0000,0.4000,9.40,14.60,11.90,0.00,2.00,2.40,25.40,13.50,-0.10,0.00,-0.10,-0.1160,-4.7000,-0.2000,-4.9000,0.0000
1983-1984,"DeWayne Scales",PF,25,WSB,2,13,8.40,0.5100,0.0000,0.4000,0.00,26.80,13.40,0.00,3.80,0.00,25.40,25.90,-0.10,0.00,0.00,-0.1310,-4.6000,0.0000,-4.5000,0.0000
1989-1990,"Dexter Shouse",PG,26,PHI,3,18,-6.80,0.0000,0.2500,0.0000,0.00,0.00,0.00,12.80,2.80,3.40,33.30,14.10,-0.10,2.10,-0.10,-0.2810,-11.6000,-0.4000,-12.0000,0.0000
